system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_08_12,2.7717800454626897,0.5,2.793390939767599,0.07548705708157823,0.0,52.84490775151721,0.0,2018-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_13,2.2196536885099736,0.5,3.040623025792178,0.1867995705302253,0.0812069281328725,68.60542864273826,0.0,2018-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_14,2.730858842256827,0.5,3.0991615946369078,0.22652685948587087,0.055233170490952666,63.479901630471154,0.0,2018-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_15,2.696755193286937,0.5,2.7434173131754926,0.10153608725248392,0.0,51.7403162599439,0.0,2018-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_16,2.563808632124105,0.5,2.613646619816649,0.12878422156012495,0.0,52.328810653081646,0.0,2018-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_17,2.7726029312343425,0.5,2.79521148478965,0.08434337139363361,0.0,51.33600412324598,0.0,2018-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_18,1.7977833063773232,0.5,2.89786281393919,0.32902090542463386,0.051248919353687646,74.4010271694745,0.0,2018-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_19,1.2689368475503966,0.5,2.718377688217281,0.5960467640426755,0.1155797159244986,90.48304950694981,0.0,2018-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_20,2.778375910837844,0.5,2.7903422401664137,0.43375665614250075,0.031531393656034704,58.52677098830667,0.0,2018-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_21,0.8904279595603183,0.5,2.460248500561957,0.8773734873498932,0.15189411086477952,223.9927646298117,0.0,2018-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_22,1.1506462368828936,41.71792212702512,2.6932873013306997,1.2349905527881937,0.0309620681639015,100.86211617544562,0.0,2018-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
